Code;Description;OrgCode
8497;Seeking recruitment under Sports quota;DSPRT
8500;Matters pertaining to Government Youth Hostels;MOYAS
8503;Appointment as members in Committees/Governing Bodies.;DSPRT
8504;Matters related to National Games.;DSPRT
8505;Khelo India Scheme.;DSPRT
8506;National Youth Festival;MOYAS
8507;North East Youth Festival;MOYAS
8508;National Youth Awards;MOYAS
8509;Tenzing Norgay National Adventure Awards;MOYAS
8511;Himalayan Region Sports Festival;DSPRT
8512;National Playing Fields Association of India (NPFAI);DSPRT
8513;Nomination and selection of NSS Awards;MOYAS
8514;All residual matters relating to PYKKA, RGKA and USIS;DSPRT
8515;Geo tagging of sports infrastructure.;DSPRT
8519;Non-Governmental National / International Organizations on matters related to Khelo India Scheme.;DSPRT
8520;Funds provided for Technical Support and Building Service  under Khelo India Scheme;DSPRT
8521;Scheme of Sports and Games for Persons with disabilities;DSPRT
8522;Sports infrastructure under Prime Minister Package  in J and K and Laddakh;DSPRT
8525;Special Package for enhancement of sports infrastructure in J and K;DSPRT
8526;Matters related to Ek Bharat Shrestha Bharat;DSPRT
8527;Fit India Movement;DSPRT
8528;Asset Monetization;DSPRT
9456;Legacy use of sports infrastructure created during Commonwealth Games;DSPRT
9457;Request related to;DSPRT
9463;New Sports disciplines in the existing list of games of DoPT;DSPRT
9464;Recruitment of meritorious sportspersons for Govt. Jobs;DSPRT
9468;Autonomous Institute Division;DOSAT
9469;Science and Engineering Research Board;DOSAT
9470;Olympics;DSPRT
9471;Asian Games;DSPRT
9472;CommonWealth Games;DSPRT
9473;Sports Department;DSPRT
9474;Education Department;DSPRT
9475;JLN Stadium;DSPRT
9476;Other properties of Department  of Sports;DSPRT
9477;Sports Authority of India;DSPRT
9478;Rajiv Gandhi Khel Ratna;DSPRT
9479;Arjuna Awards;DSPRT
9480;Dhyan Chand Awards;DSPRT
9481;Dronacharya Awards;DSPRT
9482;Rashtriya Khel Protsahan Puruskar;DSPRT
9483;Maulana Abdul Kalam Azad  Trophy;DSPRT
9484;on-Maintenance of Training Centres;DSPRT
9485;requirement of Coaches and other;DSPRT
9486;facility at training centres;DSPRT
9487;construction of stadium and facility for sports discipline;DSPRT
9488;Financial Support;DSPRT
9489;Tender and other illegal activities;DSPRT
9490;Corruption at SAI HQ and SAI Centres;DSPRT
9491;Admission into NSNIS, Patiala;DSPRT
9492;Government job in Sports Quota at Autonomous bodies;DSPRT
9493;Pension/other benefits issues for employees of Autonomous bodies;DSPRT
9494;Badminton;DSPRT
9495;Basketball;DSPRT
9496;Billiards and Snooker;DSPRT
9497;Body Building;DSPRT
9498;Bridge;DSPRT
9499;Cricket;DSPRT
9500;Fencing;DSPRT
9501;Handball;DSPRT
9502;Karate;DSPRT
9503;Kayaking and Canoeing;DSPRT
9504;Netball;DSPRT
9505;NRAI;DSPRT
9506;Polo;DSPRT
9507;Roller Skating;DSPRT
9508;Special Olympics Bharat;DSPRT
9509;Swimming;DSPRT
9510;Shooting Ball;DSPRT
9511;Table Tennis;DSPRT
9512;Ten Pin Bowing;DSPRT
9513;Triathlon;DSPRT
9514;Volleyball;DSPRT
9515;Yachting;DSPRT
9516;All India Sports Council of Deaf;DSPRT
9517;Archery;DSPRT
9518;Athletics;DSPRT
9519;Ball Badminton;DSPRT
9520;Baseball;DSPRT
9521;Boxing;DSPRT
9522;Cycling;DSPRT
9523;Equestrian;DSPRT
9524;Football;DSPRT
9525;Chess;DSPRT
9526;Golf;DSPRT
9527;Gymnastics;DSPRT
9528;Hockey;DSPRT
9529;Jump Rope;DSPRT
9530;Kabaddi;DSPRT
9531;Kho Kho;DSPRT
9532;Kudo;DSPRT
9533;Lawn Tennis;DSPRT
9534;PencakSilat;DSPRT
9535;Powerlifting;DSPRT
9536;School Games;DSPRT
9537;Rowing;DSPRT
9538;Sepaktaraw;DSPRT
9539;Soft Tennis;DSPRT
9540;Squash Racket;DSPRT
9541;Weightlifting;DSPRT
9542;Winter Games;DSPRT
9543;Wrestling;DSPRT
9544;Wushu;DSPRT
9545;Atya Patya;DSPRT
9546;Carrom;DSPRT
9547;Cycle Polo;DSPRT
9548;E-Sports;DSPRT
9549;Judo;DSPRT
9550;Mallakhamb;DSPRT
9551;Motor Sports;DSPRT
9552;Roll Ball;DSPRT
9553;Rugby;DSPRT
9554;Softball;DSPRT
9555;TennisKoit;DSPRT
9556;Taekwondo;DSPRT
9557;Tennis Ball Cricket;DSPRT
9558;Tennis Volleyball;DSPRT
9559;Tug of war;DSPRT
9560;Throwball;DSPRT
9561;All NSPOs including CBSE;DSPRT
9562;Frontier and Futuristic Technologies (FFT);DOSAT
9563;Good Laboratory Practices (GLP);DOSAT
9564;INSPIRE Programme /MANAK;DOSAT
9565;National Geospatial Programme (NGP);DOSAT
9566;National Science and Technology Entrepreneurship Development Board (NEB);DOSAT
9567;National Statistical Data Infrastructure (NSDI);DOSAT
9568;National Supercomputing Mission (NSM);DOSAT
9569;Policy Coordination and Programme Management (PCPM);DOSAT
9570;R and D Infrastructure;DOSAT
9571;Science for Equity, Empowerment and Development (SEED);DOSAT
9572;Technology Development and Transfer (TDT);DOSAT
9573;Technology Mission Division (Energy Water and Other);DOSAT
9574;TMD-Nano Mission;DOSAT
9575;Ministry of Statistics and Programme Implementation;MOSPI
9576;Contractual Employee Related;MOSPI
9577;Agharkar Research Institute,Pune;DOSAT
9578;Agharkar Research Institute,Pune;DOSAT
9579;Agharkar Research Institute,Pune;DOSAT
9580;Agharkar Research Institute,Pune;DOSAT
9581;Agharkar Research Institute,Pune;DOSAT
9582;Agharkar Research Institute,Pune;DOSAT
9583;Agharkar Research Institute,Pune;DOSAT
9584;Central Zone, Jabalpur;DOSAT
9585;Central Zone, Jabalpur;DOSAT
9586;Central Zone, Jabalpur;DOSAT
9587;Central Zone, Jabalpur;DOSAT
9588;Central Zone, Jabalpur;DOSAT
9589;Central Zone, Jabalpur;DOSAT
9590;Central Zone, Jabalpur;DOSAT
9591;Individual Grievance;DMAFF
9592;Tri Service Policy on Pay and Allowances;DMAFF
9593;Pay and Allowances Policy;DMAFF
9594;Ex Gratia;DMAFF
9595;MACT Claims;DMAFF
9596;Serving Military Personnel of MES;DMAFF
9597;GeM Related Issues;DMAFF
9598;Autonomous Institution Division;DOSAT
9599;Autonomous Institution Division;DOSAT
9600;Autonomous Institution Division;DOSAT
9601;Autonomous Institution Division;DOSAT
9602;Army;DMAFF
9603;Navy;DMAFF
9604;Air Force;DMAFF
9605;Tri Services;DMAFF
9606;DMA Establishment Matters;DMAFF
9607;Science and Engineering Research Board;DOSAT
9608;Science and Engineering Research Board;DOSAT
9609;Science and Engineering Research Board;DOSAT
9610;Science and Engineering Research Board;DOSAT
9611;MS Matters;DMAFF
9614;Para sports in respect of sports disciplines;DSPRT
9615;Verification of certificates issued by the Federations/Associations.;DSPRT
9616;GeM Related Issues;DMAFF
9617;Department of Space;DSPAC
9618;Pension/ Retirement benefits Related;DSPAC
9620;Delay in Pension;DSPAC
9621;Revision of Pension;DSPAC
9622;Arrears of Pension;DSPAC
9623;Discrepancy in calculation of Pension;DSPAC
9625;Department of Pharmaceutical;DPHAM
9626;Pradhan Mantri Bharathiya Jan Aushadhi Pariyojana (PMBJP) - Pradhan Mantri Bharathiya Jan Aushadhi Kendras (PMBJKs);DPHAM
9627;Schemes related;DPHAM
9628;National Pharmaceutical Pricing Authority (NPPA) related;DPHAM
9629;National Institute of Pharmaceutical Education and Research (NIPER) - Student related matters;DPHAM
9630;Policy;DPHAM
9631;Medical Devices;DPHAM
9632;Administration/ Establishment;DPHAM
9633;Allegation of Corruption;DPHAM
9634;Miscellaneous;DPHAM
9645;Recruitment related;DSPAC
9646;Incentives to PMBJK owners;DPHAM
9647;Availability of Medicines;DPHAM
9648;Suvidha Sanitary Pads;DPHAM
9649;Selling branded medicines/ other than PMBJP medicines;DPHAM
9650;Request for opening PMBJKs;DPHAM
9651;Other;DPHAM
9652;ICRB;DSPAC
9660;Production Linked Incentive (PLI) Scheme for Bulk Drugs;DPHAM
9661;Production Linked Incentive (PLI) Scheme for Medical Devices;DPHAM
9662;Matters related to Pharmaceutical Promotion Development Scheme (PPDS);DPHAM
9663;Matters related to Pharmaceutical Technology Upgradation Assistance Scheme (PTUAS);DPHAM
9664;Matters related to Assistance to Pharmaceutical Industry for Common Facilities (API-CF);DPHAM
9665;Production Linked Incentive (PLI) Scheme for pharmaceuticals;DPHAM
9666;Bulk drug parks;DPHAM
9667;Medical Devices Parks related;DPHAM
9668;Essential Medicines - Availability of essential medicines;DPHAM
9669;New Drugs for Retail prices;DPHAM
9670;Fixation of Ceiling prices of Medicines/ Medical Devices - Queries regarding ceiling prices of medicines;DPHAM
9671;Availability of Medicines/ Medical Devices- Specific/particular cases for availability;DPHAM
9672;Overcharging by manufacturer over and above fixed price by NPPA - Queries on NPPA's actions;DPHAM
9673;Monitoring of COVID-19 Drugs - Availability related issues;DPHAM
9674;Drugs (Prices Control) Order (DPCO) related;DPHAM
9675;Department of Defence Production;DDPRO
9676;Service Matter;DDPRO
9677;Pension Matters;DDPRO
9678;Land Issues;DDPRO
9679;Policy matters related;DSPAC
9743;Workplace matters related to Harassment;DDPRO
9744;Stipend related;DPHAM
9745;Scholarship related;DPHAM
9746;Admission related;DPHAM
9747;Infrastructure /Research Faculty related;DPHAM
9748;Ragging/harassment related;DPHAM
9749;Procurement related;DSPAC
9750;Policy matters related to Pharmaceuticals;DPHAM
9751;Corrupt practices by Pharma companies - Uniform Code of Pharmaceuticals Marketing Practices (UCPMP);DPHAM
9752;Employees Service Related;DSPAC
9753;Vendor;DDPRO
9754;Policy matters related to Medical Devices- Public Procurement (Preference to Make in India) Order (PPO), 2017 related;DPHAM
9755;Other;DPHAM
9756;Customer;DDPRO
9757;Student related;DSPAC
9758;Non-payment related;DPHAM
9759;Staff related matters;DPHAM
9760;Firm's Quality Assurance Inspection related;DDPRO
9761;JRF/SRF/RA/RS/Apprentice;DSPAC
9762;Legal Matter/Judiciary;DDPRO
9763;Implementation of Schemes;DDPRO
9764;Department of Pharmaceuticals related;DPHAM
9765;Pradhan Mantri Bhartiya Janaushadhi Pariyojana Related;DPHAM
9766;National Pharmaceutical Pricing Authority;DPHAM
9767;National Institute of Pharmaceutical Education and Research;DPHAM
9768;Central Public Sector Enterprises (CPSEs);DPHAM
9769;Allegation of Corruption/ Malpractices;DDPRO
9770;Miscellaneous Matters;DDPRO
9851;Schemes of the Department;DPHAM
9852;Pricing-National Pharmaceutical Pricing Authority (NPPA);DPHAM
9853;Establishment/Administration related;DPHAM
9854;Central Public Sector Enterprises (CPSEs) related;DPHAM
9855;National Institute of Pharmaceutical Education and Research (NIPER) related;DPHAM
9856;Policy related;DPHAM
9857;Other;DPHAM
9858;Contract/Outsourced employees;DSPAC
9859;Space Programmes / ISRO missions;DSPAC
9880;Covid-19;DSPAC
9881;Recruitment Related;DDPRO
9882;Employee Related;DDPRO
9883;Disciplinary Proceedings;DDPRO
9884;Problem in filling application form;DDPRO
9885;Recruitment Process;DDPRO
9886;Ministry Administration, Purchase and Procurement related;DHIND
9887;All matters related to CPSEs;DHIND
9888;Projects or Schemes related;DHIND
9889;Others;DHIND
9890;Delay in recruitment;DDPRO
9891;Relaxation in norms;DDPRO
9892;Delay in Admit Card;DDPRO
9893;Advertisement related;DSPAC
9894;Hall ticket/Call letter related;DSPAC
9899;Release/delay of incentives;DPHAM
9900;Status of approval;DPHAM
9901;Total investment and total employment generated;DPHAM
9902;Reservation;DDPRO
9903;Conduct of exam related;DSPAC
9904;Skill test related;DSPAC
9905;Delay in Result;DDPRO
9918;Caste Certificate Issue;DDPRO
9919;Payment of fee related;DSPAC
9920;Release/delay of incentives;DPHAM
9921;Total investment and Total employment generated;DPHAM
9922;Others;DSPAC
9923;Status of application;DPHAM
9924;Utilization of grants;DPHAM
9925;change of subjects;DPHAM
9926;Release of incentives;DPHAM
9927;Status of application;DPHAM
9928;Deviation from target;DPHAM
9929;Non-utilization of grant;DPHAM
9930;Information regarding special purpose vehicles;DPHAM
9931;Status of application;DPHAM
9932;Release/delay of incentives;DPHAM
9933;Status of approval;DPHAM
9934;Total investment and total employment generated;DPHAM
9935;Status of application;DPHAM
9936;Utilization of grants;DPHAM
9937;Release of incentive;DPHAM
9938;Change in recruitment procedure;DDPRO
9939;Medical Examination;DDPRO
9940;Status of application;DPHAM
9941;Utilization of grants;DPHAM
9942;Release of incentive;DPHAM
9943;Compassionate Appointment;DDPRO
9944;Fix dose combinations;DPHAM
9945;Eligibility of new drugs for celing prices;DPHAM
9946;Appointment letter/ Order;DDPRO
9947;Patented Drugs;DPHAM
9948;Price fixation issues;DPHAM
9949;Posting/Transfer;DDPRO
9950;Promotion;DDPRO
9951;Fake documents;DDPRO
9952;NIPER Mohali;DPHAM
9953;NIPER Hyderabad;DPHAM
9954;NIPER Guwahati;DPHAM
9955;NIPER Raebareli;DPHAM
9956;NIPER Ahmedabad;DPHAM
9957;NIPER Hajipur;DPHAM
9958;NIPER Kolkata;DPHAM
9959;Bribe in recruitment;DDPRO
9960;Bribe in promotion/ transfer;DDPRO
9961;Divyang related;DDPRO
9962;NIPER Mohali;DPHAM
9963;NIPER Hyderabad;DPHAM
9964;NIPER Guwahati;DPHAM
9965;NIPER Raebareli;DPHAM
9966;NIPER Ahmedabad;DPHAM
9967;NIPER Hajipur;DPHAM
9968;NIPER Kolkata;DPHAM
9969;NIPER Mohali;DPHAM
9970;NIPER Hyderabad;DPHAM
9971;NIPER Guwahati;DPHAM
9972;NIPER Raebareli;DPHAM
9973;NIPER Ahmedabad;DPHAM
9974;NIPER Hajipur;DPHAM
9975;NIPER Kolkata;DPHAM
9976;Removal from service;DDPRO
9977;NIPER Mohali;DPHAM
9978;NIPER Hyderabad;DPHAM
9979;NIPER Guwahati;DPHAM
9980;NIPER Raebareli;DPHAM
9981;NIPER Ahmedabad;DPHAM
9982;NIPER Hajipur;DPHAM
9983;NIPER Kolkata;DPHAM
9984;Dismissal/ Termination;DDPRO
9985;NIPER Mohali;DPHAM
9986;NIPER Hyderabad;DPHAM
9987;NIPER Guwahati;DPHAM
9988;NIPER Raebareli;DPHAM
9989;NIPER Ahmedabad;DPHAM
9990;NIPER Hajipur;DPHAM
9991;NIPER Kolkata;DPHAM
9992;Delay in disciplinary proceedings;DDPRO
9993;Central Public Sector Enterprises (CPSEs);DPHAM
9994;Department related;DPHAM
9995;Delay of Pension;DDPRO
9998;Fixation of Pension;DDPRO
9999;VRS related;DPHAM
10000;Irregularities in recruitment;DPHAM
10001;Salaries/arrears related;DPHAM
10002;Pension related;DPHAM
10003;Service matters;DPHAM
10004;NIPER Mohali;DPHAM
10005;NIPER Hyderabad;DPHAM
10006;NIPER Guwahati;DPHAM
10007;NIPER Raebareli;DPHAM
10008;NIPER Ahmedabad;DPHAM
10009;NIPER Hajipur;DPHAM
10010;NIPER Kolkata;DPHAM
10011;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10012;Hindustan Antibiotics Limited;DPHAM
10013;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10014;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10015;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10016;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10017;Hindustan Antibiotics Limited;DPHAM
10018;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10019;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10020;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10021;Ministry of Minority Affairs;MOMAF
10022;Scholarship Scheme;MOMAF
10023;Anglo Indian Matters;MOMAF
10024;Maulana Azad National Fellowship Scheme;MOMAF
10025;Padho Pardesh Scheme;MOMAF
10026;Begum Hazrat Mahal National Scholarship;MOMAF
10027;Nai Udaan Scheme;MOMAF
10028;Usttad Scheme;MOMAF
10034;NIPER Mohali;DPHAM
10035;NIPER Hyderabad;DPHAM
10036;NIPER Guwahati;DPHAM
10037;NIPER Raebareli;DPHAM
10038;NIPER Ahmedabad;DPHAM
10039;NIPER Hajipur;DPHAM
10040;NIPER Kolkata;DPHAM
10041;Naya Savera Free Coaching and Allied Scheme;MOMAF
10042;Ministry of Skill Development and Entrepreneurship;DOSKD
10045;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10046;Hindustan Antibiotics Limited;DPHAM
10047;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10048;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10049;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10050;Central Public Sector Enterprises (CPSEs) - VRS Related;DPHAM
10051;Department related;DPHAM
10052;National Institute of Pharmaceutical Education and Research (NIPER) - VRS Related;DPHAM
10053;National Pharmaceutical Pricing Authority;DPHAM
10054;National Institute of Pharmaceutical Education and Research (NIPER) - Irregularities in recruitment;DPHAM
10055;Department related;DPHAM
10056;National Pharmaceutical Pricing Authority;DPHAM
10058;National Institute of Pharmaceutical Education and Research (NIPER) - Salaries/arrears related;DPHAM
10059;Department related;DPHAM
10060;National Pharmaceutical Pricing Authority;DPHAM
10061;Central Public Sector Enterprises (CPSEs) - Salaries/arrears related;DPHAM
10062;Central Public Sector Enterprises (CPSEs) - Pension related;DPHAM
10063;Department related;DPHAM
10064;Hamari Dharohar Schme;MOMAF
10065;Nai Roshni Scheme;MOMAF
10066;Nai Manzil Scheme;MOMAF
10067;Seekho Aur Kamao Scheme;MOMAF
10068;PM Vikas Scheme;MOMAF
10069;National Minority Development and Finance Corporation matters;MOMAF
10070;Pradhan Mantri Jan Vikas Karyakram Scheme;MOMAF
10071;Jiyo Parsi Scheme;MOMAF
10072;Shahari Waqf Sampatti Vikas Yojna;MOMAF
10073;Qaumi Waqf Board Taraqqiati Scheme;MOMAF
10074;Research Studies, Monitoring and Evaluation of Development Schemes including Publicity;MOMAF
10075;National Institute of Pharmaceutical Education and Research (NIPER) - Service matters;DPHAM
10076;Department related;DPHAM
10077;National Pharmaceutical Pricing Authority;DPHAM
10078;Central Public Sector Enterprises (CPSEs) - Service matters;DPHAM
10079;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10080;Hindustan Antibiotics Limited;DPHAM
10081;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10082;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10083;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10084;NIPER Mohali;DPHAM
10085;NIPER Hyderabad;DPHAM
10086;NIPER Guwahati;DPHAM
10087;NIPER Raebareli;DPHAM
10088;NIPER Ahmedabad;DPHAM
10089;NIPER Hajipur;DPHAM
10090;NIPER Kolkata;DPHAM
10091;Maulana Azad Education Foundation Matters;MOMAF
10092;15 Point Programme;MOMAF
10093;Sachar Committee Report;MOMAF
10094;Haj Management;MOMAF
10095;Dargah Matters;MOMAF
10096;Madarsa Education Scheme;MOMAF
10097;NIPER Mohali;DPHAM
10098;NIPER Hyderabad;DPHAM
10099;NIPER Guwahati;DPHAM
10100;NIPER Raebareli;DPHAM
10101;NIPER Ahmedabad;DPHAM
10102;NIPER Hajipur;DPHAM
10103;NIPER Kolkata;DPHAM
10104;NIPER Mohali;DPHAM
10105;NIPER Hyderabad;DPHAM
10106;NIPER Guwahati;DPHAM
10107;NIPER Raebareli;DPHAM
10108;NIPER Ahmedabad;DPHAM
10109;NIPER Hajipur;DPHAM
10110;NIPER Kolkata;DPHAM
10111;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10112;Hindustan Antibiotics Limited;DPHAM
10113;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10114;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10115;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10116;Allegations of Corruption/ Misconduct/malpractice/ related to Financial irregularities;DSPAC
10117;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10118;Hindustan Antibiotics Limited;DPHAM
10119;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10120;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10121;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10122;NIPER Mohali;DPHAM
10123;NIPER Hyderabad;DPHAM
10124;NIPER Guwahati;DPHAM
10125;NIPER Raebareli;DPHAM
10126;NIPER Ahmedabad;DPHAM
10127;NIPER Hajipur;DPHAM
10128;NIPER Kolkata;DPHAM
10129;Bengal Chemicals and Pharmaceuticals Ltd;DPHAM
10130;Hindustan Antibiotics Limited;DPHAM
10131;Indian Drugs and Pharmaceuticals Ltd;DPHAM
10132;Karnataka Antibiotics and Pharmaceuticals Ltd;DPHAM
10133;Rajasthan Drugs and Pharmaceuticals Ltd;DPHAM
10134;Establishment Matters;MOMAF
10135;General Admn;MOMAF
10136;Coordination Matters;MOMAF
10137;Budget Matters;MOMAF
10138;Institutional Management (IM) Division;MOMAF
10139;Commissioner for Linguistic Minorities in India (CLM);MOMAF
10140;Vigilance Matters;MOMAF
10142;Waqf Matters;MOMAF
10143;Sustainability and Development Projects Related;MCOAL
10144;Ministry of Panchayati Raj;MOPRJ
10146;National Commission for Minorities;MOMAF
10147;Haj Committee of India;MOMAF
10148;Dargah Khawaja Sahib, Ajmer;MOMAF
10149;Central Waqf Council;MOMAF
10150;CLM MOMA;MOMAF
10151;National Waqf Development Corporation Limited;MOMAF
10164;Maulana Azad Education Foundation;MOMAF
10165;National Minority Development and Finance Corporation;MOMAF
10166;Employee related;DSPAC
10167;Others;DSPAC
10168;Pre-matric Scholarship Scheme;MOMAF
10169;Post-matric Scholarship Scheme;MOMAF
10170;Merit-cum-means Scholarship Scheme;MOMAF
10171;Wages related;DSPAC
10172;Sexual Harassment related;DSPAC
10173;Usttad;MOMAF
10174;Hunar Haat;MOMAF
10175;Transfers/Promotion/ Deputation/Resignation;DSPAC
10176;Quarters related;DSPAC
10177;Allowances related;DSPAC
10178;APAR related;DSPAC
10179;Sexual Harassment related;DSPAC
10180;Probation;DSPAC
10181;CHSS related;DSPAC
10182;Skilling and Training Component;MOMAF
10183;Leadership and Entrepreneurship Component (earlier Nai Roshni);MOMAF
10184;Education Component (earlier Nai Manzil);MOMAF
10185;Infrastructure Development Component (through Hub and Spoke Villages);MOMAF
10186;Others;DSPAC
10187;Emoluments/Stipend related;DSPAC
10188;Leaves related;DSPAC
10189;Others;DSPAC
10190;Others;DSPAC
10191;Tender related;DSPAC
10192;GeM related;DSPAC
10193;Others;DSPAC
10194;Eligibility related;DSPAC
10195;Others;DSPAC
10196;Centre Specific Recruitment;DSPAC
10197;Advertisement related;DSPAC
10198;Eligibility related;DSPAC
10199;Skill test related;DSPAC
10200;Hall ticket/Call letter related;DSPAC
10201;Conduct of exam related;DSPAC
10202;Payment of fee related;DSPAC
10203;Others;DSPAC
10204;Compassionate Appointment related;DSPAC
10205;JRF/SRF/RA/RS;DSPAC
10206;Advertisement related;DSPAC
10207;Eligibility related;DSPAC
10208;Hall ticket/Call letter related;DSPAC
10209;Conduct of exam related;DSPAC
10210;Payment of fee related;DSPAC
10211;Others;DSPAC
10212;Research and Evaluation;MOMAF
10213;Media/Publicity;MOMAF
10214;Apprenticeship;DSPAC
10215;Advertisement related;DSPAC
10216;Eligibility related;DSPAC
10217;Others;DSPAC
10218;Sachar Committee Report;MOMAF
10219;Prime Minister's New 15 Point Programme for the Welfare of Minorities;MOMAF
10220;IIST;DSPAC
10221;IIRS;DSPAC
10222;Other Students;DSPAC
10223;Haj Group Organiser;MOMAF
10224;Haj Deputation;MOMAF
10225;Haj Commmittee of India;MOMAF
10226;Scheme for Providing Education in Madarsas/Minorities(SPEMM);MOMAF
10227;All Service Matters of MOMA;MOMAF
10228;All Pension Related Matters of MOMA;MOMAF
10229;All Establishment matter related to MOMA;MOMAF
10230;Product Delivery;DDRDO
10232;Suggestions and Query;DDRDO
10233;Harrrasment and misbehaviour related;DDRDO
10234;Contractual Employees related matters;DDRDO
10235;Estates and Work related issues;DDRDO
10237;Pension related;DDRDO
10238;Compassionate Appointment;DDRDO
10239;Recruitment issues related to Department of Defence R&D;DDRDO
10240;DRDO Hqr Interface/ Intervention;DDRDO
10241;Exam and Result Related;DSPAC
10242;Fees Related;DSPAC
10243;Scholarship/Fellowship related;DSPAC
10244;Reservation related;DSPAC
10245;Corruption related;DSPAC
10246;Ragging related;DSPAC
10247;Sexual Harassment related;DSPAC
10248;Others;DSPAC
10249;Admission related;DSPAC
10250;Salary Issues;DDRDO
10251;EPF related;DDRDO
10588;Harrasment;DDRDO
10589;Tender related matters regarding General Admn;MOMAF
10590;Purchasing related matters;MOMAF
10591;Security related matters;MOMAF
10592;House keeping related matters;MOMAF
10593;Vehicle hiring related matters;MOMAF
10594;Covid related matters;MOMAF
10595;Hiring/Outsourcing of Contractual staff/Consultants in MOMA;MOMAF
10596;Others;DDRDO
10597;Institutional Management;MOMAF
10598;NCM matters;MOMAF
10599;Administrative matters of CLM;MOMAF
10600;Family Pension;DDRDO
10601;Dual Pension;DDRDO
10602;Service Pension;DDRDO
10603;Revision of Pension;DDRDO
10604;Administrative and other matters related to MAEF;MOMAF
10605;Grant-in-Aid for Educational Infrastructure Facility for Educationally Backward Minorities;MOMAF
10606;Gharib Nawaz Employment Scheme;MOMAF
10607;Department for Promotion of Industry and Internal Trade;DOIPP
10608;Approvals/Registration/Renewal/Updation;DOIPP
10609;Exemptions/Benefits/Susidy;DOIPP
10610;Violation of Policy/Acts/Rules;DOIPP
10611;Admission;DOIPP
10612;Recruitment;DOIPP
10613;Pension/Pensioners/Retirement;DOIPP
10614;Administration/Employee;DOIPP
10615;Corruption/Malpractice/Harassment;DOIPP
10616;Others;DOIPP
10617;Complaints/Grievances of Minorities;MOMAF
10618;Arrears;DDRDO
10619;Gratuity;DDRDO
10620;Administrative and other matters related schemes conducted by NMDFC;MOMAF
10621;NPS Related;DDRDO
10622;Administrative and other matters related to HCOI;MOMAF
10623;SPARSH Related;DDRDO
10624;Exam and Result Related;DSPAC
10625;Fees Related;DSPAC
10626;Admission related;DSPAC
10627;Scholarship/Fellowship related;DSPAC
10628;Administrative and other WAQF matters related to NAWADCO;MOMAF
10629;Others;DDRDO
10630;Administrative and other matters related to DARGAH KHAWAJA SAHIB;MOMAF
10631;Payment issues;DDRDO
10632;Administrative and Establishment Matters;MOMAF
10633;Others;DDRDO
10634;Reservation related;DSPAC
10635;Land related;DDRDO
10636;Legal Matters;MOMAF
10637;Accounts Matters;MOMAF
10638;Accomodation related;DDRDO
10639;Administrative matters of CLM and other matters related to Linguistics Minorities;MOMAF
10640;Maintenance and Repair;DDRDO
10641;Corruption related;DSPAC
10642;Ragging related;DSPAC
10643;Sexual Harassment related;DSPAC
10644;Others;DSPAC
10645;Others;DDRDO
10646;Direct Recruitment;DDRDO
10647;Admission related;DSPAC
10648;Fee related;DSPAC
10649;Campus recruitment related;DSPAC
10650;Others;DSPAC
10651;Miscellaneous;DDRDO
10652;Procurement;DDRDO
10653;Transfer of Technology;DDRDO
10654;Employee Exchange;DDRDO
10655;Others;DDRDO
10656;Recruitment related;DDRDO
10657;Technology;DDRDO
10658;Job Seekers;DDRDO
10659;Policy Related;DDRDO
10660;Others;DDRDO
10661;Complaints against officials;DDRDO
10662;Corruption;DDRDO
10663;Others;DDRDO
10664;Harrasment of Women;DDRDO
10665;Harrasment by Employer or Superiors;DDRDO
10666;Others;DDRDO
10667;Ministry of Tribal Affairs;MTRBL
10668;ST Welfare Funds;MTRBL
10669;Tribal Culture;MTRBL
10670;Tribal Schools;MTRBL
10671;Minor Forest Produces and Tribal Products;MTRBL
10672;Tribal Development;MTRBL
10673;Scheduled Areas;MTRBL
10674;Tribal Groups;MTRBL
10675;NGOs/Voluntary Organisations;MTRBL
